"COU","Country","ALL_IN","All in average income tax rates at average wage","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,14.77201,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,15.767863,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,13.4,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,13.448614,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,15.75268,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,15.735914,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,15.658762,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,15.987033,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,16.297405,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,16.684786,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,17.197457,,
"SVK","Slovak Republic","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,17.856293,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,23.353771,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,19.892336,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,20.334871,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,20.832294,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,20.830474,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,21.239707,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,21.053409,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,20.461836,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,19.066544,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,18.660415,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,18.921318,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,19.002682,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,22.952915,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,23.103308,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,23.355111,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,24.068137,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,24.308207,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,24.356725,,
"AUS","Australia","ALL_IN_LESS_CASH_MAR_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,24.645486,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,21.742687,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,20.959491,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,22.291988,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,22.956709,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,24.833388,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,24.845611,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,26.073835,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,25.820531,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,25.094599,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,24.789486,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,23.24389,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,26.712842,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,26.626402,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,25.184216,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,24.907975,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,24.198248,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,25.704733,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,25.944621,,
"GRC","Greece","ALL_IN_RATE_SING_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,26.127168,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2000","2000","PC","Percentage","0","Units",,,8.94994,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2001","2001","PC","Percentage","0","Units",,,9.17101,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2002","2002","PC","Percentage","0","Units",,,8.905467,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2003","2003","PC","Percentage","0","Units",,,9.273762,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2004","2004","PC","Percentage","0","Units",,,9.758422,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2005","2005","PC","Percentage","0","Units",,,9.883683,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2006","2006","PC","Percentage","0","Units",,,10.616868,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2007","2007","PC","Percentage","0","Units",,,12.063981,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2008","2008","PC","Percentage","0","Units",,,12.144676,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2009","2009","PC","Percentage","0","Units",,,11.690246,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2010","2010","PC","Percentage","0","Units",,,12.291199,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2011","2011","PC","Percentage","0","Units",,,12.485389,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2012","2012","PC","Percentage","0","Units",,,13.023785,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2013","2013","PC","Percentage","0","Units",,,13.476886,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2014","2014","PC","Percentage","0","Units",,,13.647925,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2015","2015","PC","Percentage","0","Units",,,13.967324,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2016","2016","PC","Percentage","0","Units",,,14.265171,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2017","2017","PC","Percentage","0","Units",,,14.475357,,
"KOR","Korea","ALL_IN_RATE_SING_NO_CH","No child","2018","2018","PC","Percentage","0","Units",,,14.945194,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,33.725876,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,32.393592,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,30.626453,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,31.238767,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,31.520744,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,31.188113,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,30.884301,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,27.595912,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,26.918887,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,25.397816,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,24.77051,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,24.846336,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,24.900505,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,25.104967,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,24.385087,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,24.581447,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,24.884049,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,25.003155,,
"SWE","Sweden","ALL_IN_RATE_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,25.173115,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,38.874754,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,38.961501,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,38.736341,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,38.243828,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,38.231264,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,38.320868,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,38.250689,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,38.414854,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,38.952782,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,38.720247,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,39.251871,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,39.385978,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,39.25306,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,38.864173,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,38.796098,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,38.434703,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,37.179039,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,37.055319,,
"BEL","Belgium","ALL_IN_RATE_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,36.199545,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,15.792499,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,15.858684,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,16.042281,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,14.173408,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,15.097204,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,15.373982,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,16.037462,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,16.35428,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,16.449297,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,16.238561,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,16.859724,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,18.282291,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,19.891166,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,20.045357,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,20.399248,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,20.694685,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,20.829209,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,20.86828,,
"JPN","Japan","ALL_IN_RATE_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,20.95657,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,2.917073,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,4.539467,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,6.325211,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,7.897631,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,5.776023,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,5.197956,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,1.653918,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,4.622986,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,1.48838,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,5.050334,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,6.273682,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,7.332364,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,8.250205,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,8.546437,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,9.235843,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,3.805363,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,3.907125,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,4.85808,,
"EST","Estonia","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,1.652664,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,-5.324397,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,-2.231078,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,-1.39636,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,1.72764,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,4.054471,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,1.415753,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,0.03457,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,-6.197951,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,-6.911721,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,-5.980575,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,-5.71575,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,1.863327,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2012","2012","PC","Percentage","0","Units",,,0.975041,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2013","2013","PC","Percentage","0","Units",,,0.911971,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2014","2014","PC","Percentage","0","Units",,,1.762546,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2015","2015","PC","Percentage","0","Units",,,1.929383,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2016","2016","PC","Percentage","0","Units",,,-0.374262,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2017","2017","PC","Percentage","0","Units",,,0.695622,,
"CZE","Czech Republic","ALL_IN_LESS_CASH_MAR_TWO_CH","Two children","2018","2018","PC","Percentage","0","Units",,,0.22946,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2000","2000","PC","Percentage","0","Units",,,21.691944,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2001","2001","PC","Percentage","0","Units",,,20.91984,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2002","2002","PC","Percentage","0","Units",,,20.93221,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2003","2003","PC","Percentage","0","Units",,,20.664277,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2004","2004","PC","Percentage","0","Units",,,19.763728,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2005","2005","PC","Percentage","0","Units",,,20.43524,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2006","2006","PC","Percentage","0","Units",,,20.438627,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2007","2007","PC","Percentage","0","Units",,,20.839294,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2008","2008","PC","Percentage","0","Units",,,20.60746,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2009","2009","PC","Percentage","0","Units",,,19.790162,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2010","2010","PC","Percentage","0","Units",,,20.172762,,
"FIN","Finland","ALL_IN_LESS_CASH_SING_TWO_CH","Two children","2011","2011","PC","Percentage","0","Units",,,20.281734,,
